pubchem:3303	cpd:C00001
pubchem:4230	cpd:C00982
pubchem:4231	cpd:C00984
pubchem:4232	cpd:C00985
pubchem:4233	cpd:C00986
pubchem:4234	cpd:C00988
pubchem:4235	cpd:C00989
pubchem:4236	cpd:C00990
pubchem:4237	cpd:C00991
pubchem:4238	cpd:C00992
pubchem:4239	cpd:C00993
pubchem:4240	cpd:C00994
pubchem:4241	cpd:C00995
pubchem:4242	cpd:C00996
pubchem:4243	cpd:C00997
pubchem:4244	cpd:C00998
pubchem:4245	cpd:C00999
pubchem:4246	cpd:C01000
pubchem:4247	cpd:C01001
pubchem:4248	cpd:C01002
pubchem:4249	cpd:C01003
pubchem:4250	cpd:C01004
pubchem:4251	cpd:C01005
pubchem:4252	cpd:C01007
pubchem:4253	cpd:C01008
pubchem:4254	cpd:C01009
pubchem:4255	cpd:C01010
pubchem:4256	cpd:C01011
pubchem:4257	cpd:C01012
pubchem:4258	cpd:C01013
pubchem:4259	cpd:C01014
pubchem:4260	cpd:C01015
pubchem:4261	cpd:C01016
pubchem:4262	cpd:C01017
pubchem:4263	cpd:C01018
pubchem:4264	cpd:C01019
pubchem:4265	cpd:C01020
pubchem:4266	cpd:C01021
pubchem:4267	cpd:C01022
pubchem:4268	cpd:C01023
pubchem:4269	cpd:C01024
pubchem:4270	cpd:C01025
pubchem:4271	cpd:C01026
pubchem:4272	cpd:C01028
pubchem:4273	cpd:C01029
pubchem:4274	cpd:C01031
pubchem:4275	cpd:C01032
pubchem:4276	cpd:C01033
pubchem:4277	cpd:C01034
pubchem:4278	cpd:C01035
pubchem:4279	cpd:C01036
pubchem:4280	cpd:C01037
pubchem:4282	cpd:C01040
pubchem:4283	cpd:C01041
pubchem:4284	cpd:C01042
pubchem:4285	cpd:C01043
pubchem:4286	cpd:C01044
pubchem:4287	cpd:C01045
pubchem:4288	cpd:C01046
pubchem:4289	cpd:C01047
pubchem:4290	cpd:C01048
pubchem:4292	cpd:C01050
pubchem:4293	cpd:C01051
pubchem:4294	cpd:C01053
pubchem:4295	cpd:C01054
pubchem:4296	cpd:C01056
pubchem:4297	cpd:C01058
pubchem:4298	cpd:C01059
pubchem:4299	cpd:C01060
pubchem:4300	cpd:C01061
pubchem:4301	cpd:C01062
pubchem:4302	cpd:C01063
pubchem:4303	cpd:C01064
pubchem:4305	cpd:C01066
pubchem:4306	cpd:C01067
pubchem:4307	cpd:C01068
pubchem:4308	cpd:C01069
pubchem:4309	cpd:C01070
pubchem:4310	cpd:C01071
pubchem:4311	cpd:C01073
pubchem:4312	cpd:C01074
pubchem:4313	cpd:C01075
pubchem:4314	cpd:C01076
pubchem:4315	cpd:C01077
pubchem:4316	cpd:C01078
pubchem:4317	cpd:C01079
pubchem:4318	cpd:C01080
pubchem:4319	cpd:C01081
pubchem:4320	cpd:C01083
pubchem:4321	cpd:C01086
pubchem:4322	cpd:C01087
pubchem:4323	cpd:C01088
pubchem:4324	cpd:C01089
pubchem:4325	cpd:C01090
pubchem:4326	cpd:C01091
pubchem:4327	cpd:C01092
pubchem:4328	cpd:C01093
pubchem:4329	cpd:C01094
pubchem:4330	cpd:C01095
pubchem:4331	cpd:C01096
pubchem:4332	cpd:C01097
pubchem:4333	cpd:C01099
pubchem:4334	cpd:C01100
pubchem:4335	cpd:C01101
pubchem:4336	cpd:C01102
pubchem:4337	cpd:C01103
pubchem:4338	cpd:C01104
pubchem:4339	cpd:C01107
pubchem:4340	cpd:C01108
pubchem:4341	cpd:C01109
pubchem:4342	cpd:C01110
pubchem:4343	cpd:C01111
pubchem:4344	cpd:C01112
pubchem:4345	cpd:C01113
pubchem:4346	cpd:C01114
pubchem:4347	cpd:C01115
pubchem:4348	cpd:C01117
pubchem:4349	cpd:C01118
pubchem:4350	cpd:C01119
pubchem:4351	cpd:C01120
pubchem:4352	cpd:C01121
pubchem:4353	cpd:C01122
pubchem:4354	cpd:C01123
pubchem:4355	cpd:C01124
pubchem:4356	cpd:C01125
pubchem:4357	cpd:C01126
pubchem:4358	cpd:C01127
pubchem:4362	cpd:C01131
pubchem:4363	cpd:C01132
pubchem:4364	cpd:C01133
pubchem:4365	cpd:C01134
pubchem:4366	cpd:C01135
pubchem:4367	cpd:C01136
pubchem:4368	cpd:C01137
pubchem:4369	cpd:C01138
pubchem:4370	cpd:C01139
pubchem:4371	cpd:C01140
pubchem:4372	cpd:C01141
pubchem:4373	cpd:C01142
pubchem:4374	cpd:C01143
pubchem:4375	cpd:C01144
pubchem:4376	cpd:C01146
pubchem:4377	cpd:C01147
pubchem:4378	cpd:C01149
pubchem:4380	cpd:C01151
pubchem:4381	cpd:C01152
pubchem:4382	cpd:C01153
pubchem:4383	cpd:C01155
pubchem:4384	cpd:C01156
pubchem:4385	cpd:C01157
pubchem:4386	cpd:C01158
pubchem:4387	cpd:C01159
pubchem:4388	cpd:C01161
pubchem:4389	cpd:C01162
pubchem:4390	cpd:C01163
pubchem:4391	cpd:C01164
pubchem:4392	cpd:C01165
pubchem:4393	cpd:C01166
pubchem:4394	cpd:C01167
pubchem:4395	cpd:C01168
pubchem:4396	cpd:C01169
pubchem:4397	cpd:C01170
pubchem:4398	cpd:C01171
pubchem:4399	cpd:C01172
pubchem:4400	cpd:C01173
pubchem:4402	cpd:C01175
pubchem:4403	cpd:C01176
pubchem:4404	cpd:C01177
pubchem:4406	cpd:C01179
pubchem:4407	cpd:C01180
pubchem:4408	cpd:C01181
pubchem:4409	cpd:C01182
pubchem:4410	cpd:C01183
pubchem:4411	cpd:C01185
pubchem:4412	cpd:C01186
pubchem:4413	cpd:C01187
pubchem:4414	cpd:C01188
pubchem:4415	cpd:C01189
pubchem:4416	cpd:C01190
pubchem:4417	cpd:C01191
pubchem:4418	cpd:C01192
pubchem:4419	cpd:C01194
pubchem:4421	cpd:C01196
pubchem:4422	cpd:C01197
pubchem:4423	cpd:C01198
pubchem:4424	cpd:C01199
pubchem:4425	cpd:C01200
pubchem:4426	cpd:C01201
pubchem:4427	cpd:C01203
pubchem:4428	cpd:C01204
pubchem:4429	cpd:C01205
pubchem:4430	cpd:C01207
pubchem:4431	cpd:C01209
pubchem:4432	cpd:C01210
pubchem:4433	cpd:C01211
pubchem:4434	cpd:C01212
pubchem:4435	cpd:C01213
pubchem:4436	cpd:C01214
pubchem:4437	cpd:C01215
pubchem:4438	cpd:C01216
pubchem:4439	cpd:C01217
pubchem:4440	cpd:C01218
pubchem:4441	cpd:C01219
pubchem:4442	cpd:C01220
pubchem:4443	cpd:C01221
pubchem:4444	cpd:C01222
pubchem:4445	cpd:C01223
pubchem:4447	cpd:C01225
pubchem:4448	cpd:C01226
pubchem:4449	cpd:C01227
pubchem:4450	cpd:C01228
pubchem:4451	cpd:C01229
pubchem:4452	cpd:C01230
pubchem:4453	cpd:C01231
pubchem:4454	cpd:C01233
pubchem:4455	cpd:C01234
pubchem:4456	cpd:C01235
pubchem:4457	cpd:C01236
pubchem:4460	cpd:C01239
pubchem:4461	cpd:C01240
pubchem:4462	cpd:C01241
pubchem:4463	cpd:C01242
pubchem:4464	cpd:C01243
pubchem:4465	cpd:C01244
pubchem:4466	cpd:C01245
pubchem:4467	cpd:C01246
pubchem:4468	cpd:C01247
pubchem:4469	cpd:C01249
pubchem:4470	cpd:C01250
pubchem:4471	cpd:C01251
pubchem:4472	cpd:C01252
pubchem:4473	cpd:C01253
pubchem:4475	cpd:C01255
pubchem:4476	cpd:C01256
pubchem:4478	cpd:C01259
pubchem:4479	cpd:C01260
pubchem:4480	cpd:C01261
pubchem:4481	cpd:C01262
pubchem:4482	cpd:C01263
pubchem:4483	cpd:C01264
pubchem:4484	cpd:C01265
pubchem:4485	cpd:C01266
pubchem:4486	cpd:C01267
pubchem:4487	cpd:C01268
pubchem:4488	cpd:C01269
pubchem:4489	cpd:C01270
pubchem:4490	cpd:C01271
pubchem:4491	cpd:C01272
pubchem:4492	cpd:C01273
pubchem:4493	cpd:C01274
pubchem:4494	cpd:C01275
pubchem:4496	cpd:C01277
pubchem:4497	cpd:C01278
pubchem:4498	cpd:C01279
pubchem:4499	cpd:C01280
pubchem:4500	cpd:C01281
pubchem:4501	cpd:C01282
pubchem:4502	cpd:C01283
pubchem:4503	cpd:C01284
pubchem:4504	cpd:C01285
pubchem:4505	cpd:C01286
pubchem:4507	cpd:C01288
pubchem:4508	cpd:C01289
pubchem:4509	cpd:C01290
pubchem:4510	cpd:C01291
pubchem:4511	cpd:C01292
pubchem:4512	cpd:C01293
pubchem:4513	cpd:C01294
pubchem:4514	cpd:C01295
pubchem:4515	cpd:C01297
pubchem:4516	cpd:C01298
pubchem:4517	cpd:C01299
pubchem:4518	cpd:C01300
pubchem:4519	cpd:C01301
pubchem:4520	cpd:C01302
pubchem:4522	cpd:C01304
pubchem:4523	cpd:C01306
pubchem:4524	cpd:C01308
pubchem:4525	cpd:C01310
pubchem:4526	cpd:C01311
pubchem:4527	cpd:C01312
pubchem:4528	cpd:C01313
pubchem:4529	cpd:C01314
pubchem:4530	cpd:C01315
pubchem:4531	cpd:C01316
pubchem:4533	cpd:C01319
pubchem:4534	cpd:C01321
pubchem:4535	cpd:C01322
pubchem:4536	cpd:C01324
pubchem:4537	cpd:C01326
pubchem:4538	cpd:C01327
pubchem:4539	cpd:C01328
pubchem:4540	cpd:C01329
pubchem:4541	cpd:C01330
pubchem:4542	cpd:C01334
pubchem:4543	cpd:C01335
pubchem:4544	cpd:C01336
pubchem:4545	cpd:C01337
pubchem:4546	cpd:C01341
pubchem:4547	cpd:C01342
pubchem:4548	cpd:C01343
pubchem:4549	cpd:C01344
pubchem:4550	cpd:C01345
pubchem:4551	cpd:C01346
pubchem:4552	cpd:C01347
pubchem:4553	cpd:C01348
pubchem:4554	cpd:C01349
pubchem:4556	cpd:C01352
pubchem:4557	cpd:C01353
pubchem:4558	cpd:C01355
pubchem:4559	cpd:C01356
pubchem:4561	cpd:C01358
pubchem:4562	cpd:C01359
pubchem:4564	cpd:C01362
pubchem:4565	cpd:C01365
pubchem:4566	cpd:C01367
pubchem:4567	cpd:C01368
pubchem:4568	cpd:C01370
pubchem:4569	cpd:C01371
pubchem:4570	cpd:C01372
pubchem:4572	cpd:C01375
pubchem:4573	cpd:C01378
pubchem:4575	cpd:C01380
pubchem:4577	cpd:C01382
pubchem:4579	cpd:C01384
pubchem:4580	cpd:C01386
pubchem:4581	cpd:C01387
pubchem:4582	cpd:C01389
pubchem:4583	cpd:C01390
pubchem:4584	cpd:C01392
pubchem:4585	cpd:C01394
pubchem:4587	cpd:C01397
pubchem:4588	cpd:C01398
pubchem:4589	cpd:C01399
pubchem:4590	cpd:C01401
pubchem:4591	cpd:C01402
pubchem:4592	cpd:C01403
pubchem:4593	cpd:C01404
pubchem:4594	cpd:C01405
pubchem:4596	cpd:C01407
pubchem:4597	cpd:C01408
pubchem:4598	cpd:C01410
pubchem:4599	cpd:C01411
pubchem:4600	cpd:C01412
pubchem:4601	cpd:C01413
pubchem:4602	cpd:C01414
pubchem:4603	cpd:C01416
pubchem:4604	cpd:C01417
pubchem:4605	cpd:C01418
pubchem:4606	cpd:C01419
pubchem:4607	cpd:C01420
pubchem:4608	cpd:C01421
pubchem:4609	cpd:C01424
pubchem:4610	cpd:C01425
pubchem:4615	cpd:C01432
pubchem:4616	cpd:C01433
pubchem:4618	cpd:C01438
pubchem:4619	cpd:C01441
pubchem:4621	cpd:C01443
pubchem:4622	cpd:C01444
pubchem:4623	cpd:C01445
pubchem:4625	cpd:C01448
pubchem:4626	cpd:C01449
pubchem:4627	cpd:C01450
pubchem:4628	cpd:C01451
pubchem:4629	cpd:C01452
pubchem:4630	cpd:C01453
pubchem:4631	cpd:C01454
pubchem:4632	cpd:C01455
pubchem:4633	cpd:C01456
pubchem:4634	cpd:C01457
pubchem:4635	cpd:C01458
pubchem:4637	cpd:C01460
pubchem:4641	cpd:C01464
pubchem:4642	cpd:C01467
pubchem:4643	cpd:C01468
pubchem:4644	cpd:C01469
pubchem:4645	cpd:C01470
pubchem:4646	cpd:C01471
pubchem:4647	cpd:C01474
pubchem:4649	cpd:C01477
pubchem:4650	cpd:C01478
pubchem:4651	cpd:C01479
pubchem:4652	cpd:C01481
pubchem:4654	cpd:C01484
pubchem:4655	cpd:C01485
pubchem:4656	cpd:C01486
pubchem:4657	cpd:C01487
pubchem:4658	cpd:C01488
pubchem:4659	cpd:C01489
pubchem:4660	cpd:C01490
pubchem:4661	cpd:C01491
pubchem:4663	cpd:C01493
pubchem:4664	cpd:C01494
pubchem:4665	cpd:C01495
pubchem:4666	cpd:C01496
pubchem:4667	cpd:C01498
pubchem:4668	cpd:C01499
pubchem:4669	cpd:C01500
pubchem:4670	cpd:C01501
pubchem:4671	cpd:C01502
pubchem:4672	cpd:C01504
pubchem:4673	cpd:C01505
pubchem:4674	cpd:C01506
pubchem:4675	cpd:C01507
pubchem:4676	cpd:C01508
pubchem:4677	cpd:C01510
pubchem:4678	cpd:C01512
pubchem:4679	cpd:C01513
pubchem:4680	cpd:C01514
pubchem:4681	cpd:C01516
pubchem:4682	cpd:C01517
pubchem:4683	cpd:C01518
pubchem:4684	cpd:C01520
pubchem:4686	cpd:C01523
pubchem:4687	cpd:C01525
pubchem:4688	cpd:C01526
pubchem:4689	cpd:C01527
pubchem:4690	cpd:C01528
pubchem:4691	cpd:C01529
pubchem:4692	cpd:C01530
pubchem:4693	cpd:C01531
pubchem:4695	cpd:C01533
pubchem:4697	cpd:C01536
pubchem:4698	cpd:C01537
pubchem:4701	cpd:C01540
pubchem:4702	cpd:C01541
pubchem:4703	cpd:C01542
pubchem:4704	cpd:C01545
pubchem:4705	cpd:C01546
pubchem:4706	cpd:C01547
pubchem:4707	cpd:C01548
pubchem:4708	cpd:C01550
pubchem:4709	cpd:C01551
pubchem:4710	cpd:C01552
pubchem:4711	cpd:C01553
pubchem:4712	cpd:C01554
pubchem:4713	cpd:C01555
pubchem:4715	cpd:C01557
pubchem:4716	cpd:C01558
pubchem:4717	cpd:C01559
pubchem:4719	cpd:C01561
pubchem:4720	cpd:C01562
pubchem:4721	cpd:C01563
pubchem:4722	cpd:C01564
pubchem:4723	cpd:C01566
pubchem:4724	cpd:C01567
pubchem:4726	cpd:C01569
pubchem:4727	cpd:C01570
pubchem:4728	cpd:C01571
pubchem:4729	cpd:C01572
pubchem:4730	cpd:C01573
pubchem:4731	cpd:C01574
pubchem:4732	cpd:C01575
pubchem:4733	cpd:C01576
pubchem:4735	cpd:C01579
pubchem:4737	cpd:C01581
pubchem:4738	cpd:C01582
pubchem:4740	cpd:C01585
pubchem:4741	cpd:C01586
pubchem:4743	cpd:C01588
pubchem:4744	cpd:C01589
pubchem:4745	cpd:C01590
pubchem:4746	cpd:C01591
pubchem:4747	cpd:C01592
pubchem:4748	cpd:C01593
pubchem:4749	cpd:C01594
pubchem:4750	cpd:C01595
pubchem:4751	cpd:C01596
pubchem:4752	cpd:C01598
pubchem:4753	cpd:C01599
pubchem:4754	cpd:C01600
pubchem:4755	cpd:C01601
pubchem:4756	cpd:C01602
pubchem:4758	cpd:C01604
pubchem:4759	cpd:C01606
pubchem:4760	cpd:C01607
pubchem:4761	cpd:C01608
pubchem:4762	cpd:C01609
pubchem:4763	cpd:C01610
pubchem:4764	cpd:C01612
pubchem:4765	cpd:C01613
pubchem:4766	cpd:C01614
pubchem:4767	cpd:C01615
pubchem:4768	cpd:C01616
pubchem:4769	cpd:C01617
pubchem:4770	cpd:C01618
pubchem:4771	cpd:C01619
pubchem:4772	cpd:C01620
pubchem:4773	cpd:C01621
pubchem:4774	cpd:C01623
pubchem:4775	cpd:C01624
pubchem:4776	cpd:C01625
pubchem:4777	cpd:C01626
pubchem:4778	cpd:C01628
pubchem:4779	cpd:C01629
pubchem:4780	cpd:C01630
pubchem:4782	cpd:C01632
pubchem:4783	cpd:C01633
pubchem:4784	cpd:C01635
pubchem:4785	cpd:C01636
pubchem:4786	cpd:C01637
pubchem:4787	cpd:C01638
pubchem:4788	cpd:C01639
pubchem:4789	cpd:C01640
pubchem:4790	cpd:C01641
pubchem:4791	cpd:C01642
pubchem:4792	cpd:C01643
pubchem:4793	cpd:C01644
pubchem:4794	cpd:C01645
pubchem:4795	cpd:C01646
pubchem:4796	cpd:C01647
pubchem:4797	cpd:C01648
pubchem:4798	cpd:C01649
pubchem:4799	cpd:C01650
pubchem:4800	cpd:C01651
pubchem:4801	cpd:C01652
pubchem:4802	cpd:C01653
pubchem:4803	cpd:C01654
pubchem:4804	cpd:C01655
pubchem:4805	cpd:C01656
pubchem:4806	cpd:C01657
pubchem:4807	cpd:C01658
pubchem:4808	cpd:C01659
pubchem:4809	cpd:C01661
pubchem:4811	cpd:C01663
pubchem:4812	cpd:C01664
pubchem:4814	cpd:C01667
pubchem:4815	cpd:C01670
pubchem:4816	cpd:C01672
pubchem:4817	cpd:C01673
pubchem:4818	cpd:C01674
pubchem:4819	cpd:C01675
pubchem:4820	cpd:C01677
pubchem:4821	cpd:C01678
pubchem:4823	cpd:C01680
pubchem:4824	cpd:C01682
pubchem:4825	cpd:C01683
pubchem:4826	cpd:C01684
pubchem:4827	cpd:C01685
pubchem:4828	cpd:C01687
pubchem:4829	cpd:C01688
pubchem:4831	cpd:C01690
pubchem:4832	cpd:C01691
pubchem:4833	cpd:C01692
pubchem:4834	cpd:C01693
pubchem:4835	cpd:C01694
pubchem:4836	cpd:C01695
pubchem:4837	cpd:C01697
pubchem:4838	cpd:C01698
pubchem:4839	cpd:C01699
pubchem:4840	cpd:C01700
pubchem:4841	cpd:C01701
pubchem:4842	cpd:C01702
pubchem:4843	cpd:C01705
pubchem:4844	cpd:C01706
pubchem:4845	cpd:C01707
pubchem:4846	cpd:C01708
pubchem:4847	cpd:C01709
pubchem:4848	cpd:C01710
pubchem:4849	cpd:C01711
pubchem:4850	cpd:C01712
pubchem:4851	cpd:C01714
pubchem:4852	cpd:C01715
pubchem:4853	cpd:C01716
pubchem:4854	cpd:C01717
pubchem:4855	cpd:C01718
pubchem:4856	cpd:C01719
pubchem:4857	cpd:C01720
pubchem:4858	cpd:C01721
pubchem:4859	cpd:C01722
pubchem:4860	cpd:C01723
pubchem:4861	cpd:C01724
pubchem:4862	cpd:C01725
pubchem:4863	cpd:C01726
pubchem:4864	cpd:C01727
pubchem:4865	cpd:C01728
pubchem:4866	cpd:C01729
pubchem:4867	cpd:C01731
pubchem:4868	cpd:C01732
pubchem:4869	cpd:C01733
pubchem:4870	cpd:C01735
pubchem:4871	cpd:C01736
pubchem:4872	cpd:C01737
pubchem:4874	cpd:C01739
pubchem:4875	cpd:C01740
pubchem:4876	cpd:C01742
pubchem:4877	cpd:C01743
pubchem:4878	cpd:C01744
pubchem:4879	cpd:C01745
pubchem:4880	cpd:C01746
pubchem:4881	cpd:C01747
pubchem:4882	cpd:C01748
pubchem:4883	cpd:C01750
pubchem:4884	cpd:C01751
pubchem:4885	cpd:C01752
pubchem:4886	cpd:C01753
pubchem:4887	cpd:C01754
pubchem:4888	cpd:C01755
pubchem:4889	cpd:C01756
pubchem:4890	cpd:C01757
pubchem:4892	cpd:C01759
pubchem:4893	cpd:C01760
pubchem:4894	cpd:C01761
pubchem:4895	cpd:C01762
pubchem:4897	cpd:C01764
pubchem:4898	cpd:C01765
pubchem:4899	cpd:C01766
pubchem:4900	cpd:C01767
pubchem:4901	cpd:C01768
pubchem:4902	cpd:C01769
pubchem:4903	cpd:C01770
pubchem:4904	cpd:C01771
pubchem:4905	cpd:C01772
pubchem:4906	cpd:C01775
pubchem:4907	cpd:C01776
pubchem:4908	cpd:C01777
pubchem:4909	cpd:C01779
pubchem:4910	cpd:C01780
pubchem:4912	cpd:C01782
pubchem:4913	cpd:C01783
pubchem:4914	cpd:C01784
pubchem:4915	cpd:C01785
pubchem:4916	cpd:C01788
pubchem:4917	cpd:C01789
pubchem:4918	cpd:C01790
pubchem:4919	cpd:C01792
pubchem:4920	cpd:C01793
pubchem:4921	cpd:C01794
pubchem:4922	cpd:C01795
pubchem:4923	cpd:C01796
pubchem:4924	cpd:C01798
pubchem:4925	cpd:C01799
pubchem:4926	cpd:C01800
pubchem:4927	cpd:C01801
pubchem:4928	cpd:C01802
pubchem:4930	cpd:C01804
pubchem:4931	cpd:C01806
pubchem:4934	cpd:C01810
pubchem:4936	cpd:C01812
pubchem:4937	cpd:C01813
pubchem:4938	cpd:C01814
pubchem:4940	cpd:C01816
pubchem:4941	cpd:C01817
pubchem:4942	cpd:C01818
pubchem:4943	cpd:C01819
pubchem:4945	cpd:C01821
pubchem:4946	cpd:C01822
pubchem:4947	cpd:C01823
pubchem:4948	cpd:C01825
pubchem:4949	cpd:C01826
pubchem:4950	cpd:C01829
pubchem:4951	cpd:C01832
pubchem:4952	cpd:C01833
pubchem:4953	cpd:C01834
pubchem:4954	cpd:C01835
pubchem:4955	cpd:C01836
pubchem:4956	cpd:C01837
pubchem:4957	cpd:C01838
pubchem:4958	cpd:C01839
pubchem:4959	cpd:C01841
pubchem:4960	cpd:C01842
pubchem:4961	cpd:C01843
pubchem:4962	cpd:C01844
pubchem:4963	cpd:C01845
pubchem:4964	cpd:C01847
pubchem:4965	cpd:C01848
pubchem:4966	cpd:C01849
pubchem:4967	cpd:C01850
pubchem:4968	cpd:C01851
pubchem:4969	cpd:C01852
pubchem:4970	cpd:C01853
pubchem:4971	cpd:C01854
pubchem:4972	cpd:C01855
pubchem:4974	cpd:C01857
pubchem:4975	cpd:C01860
pubchem:4976	cpd:C01861
pubchem:4977	cpd:C01863
pubchem:4978	cpd:C01864
pubchem:4979	cpd:C01865
pubchem:4980	cpd:C01866
pubchem:4981	cpd:C01867
pubchem:4982	cpd:C01868
pubchem:4983	cpd:C01869
pubchem:4984	cpd:C01870
pubchem:4985	cpd:C01871
pubchem:4986	cpd:C01872
pubchem:4988	cpd:C01874
pubchem:4989	cpd:C01875
pubchem:4990	cpd:C01876
pubchem:4991	cpd:C01877
pubchem:4992	cpd:C01879
pubchem:4993	cpd:C01880
pubchem:4994	cpd:C01881
pubchem:4995	cpd:C01882
pubchem:4996	cpd:C01883
pubchem:4997	cpd:C01884
pubchem:4998	cpd:C01885
pubchem:5000	cpd:C01887
pubchem:5001	cpd:C01888
pubchem:5002	cpd:C01889
pubchem:5003	cpd:C01890
pubchem:5005	cpd:C01892
pubchem:5006	cpd:C01893
pubchem:5007	cpd:C01894
pubchem:5008	cpd:C01895
pubchem:5009	cpd:C01897
pubchem:5010	cpd:C01898
pubchem:5011	cpd:C01901
pubchem:5012	cpd:C01902
pubchem:5013	cpd:C01904
pubchem:5014	cpd:C01905
pubchem:5015	cpd:C01906
pubchem:5016	cpd:C01907
pubchem:5017	cpd:C01909
pubchem:5018	cpd:C01910
pubchem:5020	cpd:C01912
pubchem:5021	cpd:C01913
pubchem:5022	cpd:C01915
pubchem:5024	cpd:C01917
pubchem:5025	cpd:C01918
pubchem:5026	cpd:C01920
pubchem:5027	cpd:C01921
pubchem:5029	cpd:C01923
pubchem:5030	cpd:C01924
pubchem:5031	cpd:C01925
pubchem:5032	cpd:C01926
pubchem:5033	cpd:C01927
pubchem:5034	cpd:C01928
pubchem:5035	cpd:C01929
pubchem:5036	cpd:C01930
pubchem:5037	cpd:C01931
pubchem:5038	cpd:C01933
pubchem:5039	cpd:C01934
pubchem:5040	cpd:C01935
pubchem:5041	cpd:C01936
pubchem:5042	cpd:C01937
pubchem:5043	cpd:C01938
pubchem:5045	cpd:C01941
pubchem:5046	cpd:C01942
pubchem:5047	cpd:C01943
pubchem:5048	cpd:C01944
pubchem:5049	cpd:C01945
pubchem:5050	cpd:C01946
pubchem:5051	cpd:C01948
pubchem:5052	cpd:C01949
pubchem:5053	cpd:C01950
pubchem:5054	cpd:C01951
pubchem:5055	cpd:C01952
pubchem:5056	cpd:C01953
pubchem:5057	cpd:C01956
pubchem:5058	cpd:C01957
pubchem:5059	cpd:C01958
pubchem:5060	cpd:C01959
pubchem:5061	cpd:C01960
pubchem:5062	cpd:C01961
pubchem:5063	cpd:C01962
pubchem:5064	cpd:C01963
pubchem:5065	cpd:C01964
pubchem:5066	cpd:C01965
pubchem:5068	cpd:C01967
pubchem:5069	cpd:C01968
pubchem:5070	cpd:C01969
pubchem:5071	cpd:C01970
pubchem:5072	cpd:C01971
pubchem:5073	cpd:C01972
pubchem:5077	cpd:C01977
pubchem:5078	cpd:C01978
pubchem:5080	cpd:C01983
pubchem:5081	cpd:C01984
pubchem:5082	cpd:C01985
pubchem:5083	cpd:C01986
pubchem:5084	cpd:C01987
pubchem:5085	cpd:C01988
pubchem:5086	cpd:C01989
pubchem:5087	cpd:C01990
pubchem:5088	cpd:C01991
pubchem:5090	cpd:C01993
pubchem:5092	cpd:C01995
pubchem:5093	cpd:C01996
pubchem:5094	cpd:C01997
pubchem:5095	cpd:C01998
pubchem:5096	cpd:C02000
pubchem:5097	cpd:C02001
pubchem:5098	cpd:C02002
pubchem:5099	cpd:C02003
pubchem:5100	cpd:C02004
pubchem:5102	cpd:C02006
pubchem:5103	cpd:C02007
pubchem:5104	cpd:C02008
pubchem:5105	cpd:C02009
pubchem:5106	cpd:C02010
pubchem:5108	cpd:C02012
pubchem:5109	cpd:C02013
pubchem:5111	cpd:C02015
pubchem:5112	cpd:C02017
pubchem:5113	cpd:C02018
pubchem:5115	cpd:C02020
pubchem:5116	cpd:C02021
pubchem:5117	cpd:C02022
pubchem:5118	cpd:C02023
pubchem:5119	cpd:C02024
pubchem:5120	cpd:C02026
pubchem:5121	cpd:C02027
pubchem:5122	cpd:C02028
pubchem:5123	cpd:C02029
pubchem:5124	cpd:C02030
pubchem:5125	cpd:C02031
pubchem:5126	cpd:C02033
pubchem:5127	cpd:C02034
pubchem:5128	cpd:C02035
pubchem:5129	cpd:C02037
pubchem:5130	cpd:C02038
pubchem:5131	cpd:C02040
pubchem:5132	cpd:C02041
pubchem:5133	cpd:C02043
pubchem:5134	cpd:C02045
pubchem:5135	cpd:C02046
pubchem:5136	cpd:C02047
pubchem:5137	cpd:C02048
pubchem:5138	cpd:C02049
pubchem:5139	cpd:C02050
pubchem:5140	cpd:C02051
pubchem:5141	cpd:C02052
pubchem:5144	cpd:C02055
pubchem:5145	cpd:C02056
pubchem:5146	cpd:C02057
pubchem:5147	cpd:C02058
pubchem:5148	cpd:C02059
pubchem:5149	cpd:C02060
pubchem:5150	cpd:C02061
pubchem:5152	cpd:C02064
pubchem:5153	cpd:C02065
pubchem:5154	cpd:C02066
pubchem:5155	cpd:C02067
pubchem:5157	cpd:C02069
pubchem:5158	cpd:C02072
pubchem:5159	cpd:C02073
pubchem:5160	cpd:C02074
pubchem:5161	cpd:C02075
pubchem:5162	cpd:C02076
pubchem:5163	cpd:C02077
pubchem:5164	cpd:C02078
pubchem:5165	cpd:C02079
pubchem:5166	cpd:C02080
pubchem:5167	cpd:C02081
pubchem:5168	cpd:C02083
pubchem:5169	cpd:C02084
pubchem:5170	cpd:C02085
pubchem:5171	cpd:C02086
pubchem:5172	cpd:C02087
pubchem:5173	cpd:C02088
pubchem:5174	cpd:C02089
pubchem:5175	cpd:C02090
pubchem:5176	cpd:C02091
pubchem:5178	cpd:C02094
pubchem:5179	cpd:C02095
pubchem:5180	cpd:C02096
pubchem:5181	cpd:C02097
pubchem:5182	cpd:C02099
pubchem:5183	cpd:C02100
pubchem:5184	cpd:C02101
pubchem:5185	cpd:C02103
pubchem:5186	cpd:C02104
pubchem:5187	cpd:C02105
pubchem:5188	cpd:C02106
pubchem:5189	cpd:C02107
pubchem:5190	cpd:C02108
pubchem:5192	cpd:C02110
pubchem:5193	cpd:C02111
pubchem:5194	cpd:C02112
pubchem:5195	cpd:C02115
pubchem:5196	cpd:C02116
pubchem:5197	cpd:C02117
pubchem:5198	cpd:C02118
